GID_1,Country,Status
MEX.30_1,México,NO
MEX.31_1,México,NO
MEX.32_1,México,NO
MHL.1_1,Marshall Islands,NO
MHL.2_1,Marshall Islands,NO
MHL.3_1,Marshall Islands,NO
MHL.4_1,Marshall Islands,NO
MHL.5_1,Marshall Islands,NO
MHL.6_1,Marshall Islands,NO
MHL.7_1,Marshall Islands,NO
MHL.8_1,Marshall Islands,NO
MHL.9_1,Marshall Islands,NO
MHL.10_1,Marshall Islands,NO
MHL.11_1,Marshall Islands,NO
MHL.12_1,Marshall Islands,NO
MHL.13_1,Marshall Islands,NO
MHL.14_1,Marshall Islands,NO
MHL.15_1,Marshall Islands,NO
MHL.16_1,Marshall Islands,NO
MHL.17_1,Marshall Islands,NO
MHL.18_1,Marshall Islands,NO
MHL.20_1,Marshall Islands,NO
MHL.21_1,Marshall Islands,NO
MHL.22_1,Marshall Islands,NO
MHL.23_1,Marshall Islands,NO
MHL.19_1,Marshall Islands,NO
MKD.1_1,North Macedonia,OK
MKD.2_1,North Macedonia,NO
MKD.3_1,North Macedonia,NO
MKD.4_1,North Macedonia,NO
MKD.5_1,North Macedonia,NO
MKD.6_1,North Macedonia,NO
MKD.7_1,North Macedonia,NO
MKD.8_1,North Macedonia,NO
MKD.9_1,North Macedonia,OK
MKD.10_1,North Macedonia,OK
MKD.11_1,North Macedonia,NO
MKD.12_1,North Macedonia,OK
MKD.13_1,North Macedonia,NO
MKD.14_1,North Macedonia,NO
MKD.15_1,North Macedonia,NO
MKD.16_1,North Macedonia,NO
MKD.17_1,North Macedonia,NO
MKD.18_1,North Macedonia,NO
MKD.19_1,North Macedonia,NO
MKD.20_1,North Macedonia,NO
MKD.21_1,North Macedonia,NO
MKD.23_1,North Macedonia,OK
MKD.24_1,North Macedonia,NO
MKD.25_1,North Macedonia,NO
MKD.26_1,North Macedonia,NO
MKD.27_1,North Macedonia,NO
MKD.28_1,North Macedonia,NO
MKD.29_1,North Macedonia,NO
MKD.30_1,North Macedonia,OK
MKD.31_1,North Macedonia,OK
MKD.32_1,North Macedonia,NO
MKD.33_1,North Macedonia,NO
MKD.34_1,North Macedonia,NO
MKD.35_1,North Macedonia,NO
MKD.36_1,North Macedonia,NO
MKD.37_1,North Macedonia,NO
MKD.38_1,North Macedonia,NO
MKD.39_1,North Macedonia,NO
MKD.40_1,North Macedonia,NO
MKD.41_1,North Macedonia,NO
MKD.42_1,North Macedonia,NO
MKD.43_1,North Macedonia,NO
MKD.44_1,North Macedonia,NO
MKD.45_1,North Macedonia,NO
MKD.46_1,North Macedonia,NO
MKD.47_1,North Macedonia,NO
MKD.48_1,North Macedonia,NO
MKD.49_1,North Macedonia,NO
MKD.50_1,North Macedonia,NO
MKD.51_1,North Macedonia,NO
MKD.52_1,North Macedonia,NO
MKD.54_1,North Macedonia,NO
MKD.55_1,North Macedonia,NO
MKD.56_1,North Macedonia,NO
MKD.57_1,North Macedonia,NO
MKD.58_1,North Macedonia,NO
MKD.59_1,North Macedonia,OK
MKD.60_1,North Macedonia,NO
MKD.61_1,North Macedonia,NO
MKD.62_1,North Macedonia,NO
MKD.63_1,North Macedonia,NO
MKD.64_1,North Macedonia,NO
MKD.65_1,North Macedonia,NO
MKD.66_1,North Macedonia,NO
MKD.67_1,North Macedonia,NO
MKD.68_1,North Macedonia,NO
MKD.69_1,North Macedonia,NO
MKD.70_1,North Macedonia,NO
MKD.71_1,North Macedonia,OK
MKD.72_1,North Macedonia,NO
MKD.73_1,North Macedonia,NO
MKD.74_1,North Macedonia,NO
MKD.75_1,North Macedonia,NO
MKD.76_1,North Macedonia,NO
MKD.77_1,North Macedonia,OK
MKD.78_1,North Macedonia,NO
MKD.79_1,North Macedonia,NO
MKD.81_1,North Macedonia,NO
MKD.83_1,North Macedonia,NO
MKD.84_1,North Macedonia,NO
MKD.85_1,North Macedonia,NO
MLI.1_1,Mali,NO
MLI.2_1,Mali,NO
MLI.3_1,Mali,NO
MLI.4_1,Mali,NO
MLI.5_1,Mali,NO
MLI.6_1,Mali,NO
MLI.7_1,Mali,NO
MLI.8_1,Mali,NO
MLI.9_1,Mali,NO
MLT.1_1,Malta,OK
MLT.2_1,Malta,OK
MLT.3_1,Malta,OK
MLT.4_1,Malta,OK
MLT.5_1,Malta,OK
MMR.1_1,Myanmar,NO
MMR.2_1,Myanmar,NO
MMR.3_1,Myanmar,NO
MMR.4_1,Myanmar,NO
MMR.5_1,Myanmar,NO
MMR.6_1,Myanmar,NO
MMR.7_1,Myanmar,NO
MMR.8_1,Myanmar,NO
MMR.9_1,Myanmar,NO
MMR.10_1,Myanmar,NO
MMR.11_1,Myanmar,NO
MMR.12_1,Myanmar,NO
MMR.13_1,Myanmar,NO
MMR.14_1,Myanmar,NO
MMR.15_1,Myanmar,NO
MNE.1_1,Montenegro,NO
MNE.2_1,Montenegro,NO
MNE.3_1,Montenegro,NO
MNE.4_1,Montenegro,NO
MNE.5_1,Montenegro,OK
MNE.6_1,Montenegro,NO
MNE.7_1,Montenegro,NO
MNE.8_1,Montenegro,OK
MNE.9_1,Montenegro,OK
MNE.10_1,Montenegro,NO
MNE.11_1,Montenegro,NO
MNE.12_1,Montenegro,NO
MNE.13_1,Montenegro,NO
MNE.14_1,Montenegro,NO
MNE.15_1,Montenegro,NO
MNE.16_1,Montenegro,OK
MNE.17_1,Montenegro,NO
MNE.18_1,Montenegro,NO
MNE.19_1,Montenegro,NO
MNE.20_1,Montenegro,OK
MNE.21_1,Montenegro,NO
MNG.1_1,Mongolia,NO
MNG.2_1,Mongolia,NO
MNG.3_1,Mongolia,NO
MNG.4_1,Mongolia,NO
MNG.5_1,Mongolia,NO
MNG.6_1,Mongolia,NO
MNG.7_1,Mongolia,NO
MNG.8_1,Mongolia,NO
MNG.9_1,Mongolia,NO
MNG.10_1,Mongolia,NO
MNG.11_1,Mongolia,OK
MNG.12_1,Mongolia,NO
MNG.13_1,Mongolia,NO
MNG.14_1,Mongolia,NO
MNG.15_1,Mongolia,NO
MNG.16_1,Mongolia,OK
MNG.17_1,Mongolia,NO
MNG.18_1,Mongolia,NO
MNG.19_1,Mongolia,NO
MNG.20_1,Mongolia,NO
MNG.21_1,Mongolia,OK
MNG.22_1,Mongolia,NO
MNP.1_1,Northern Mariana Islands,NO
MNP.2_1,Northern Mariana Islands,NO
MNP.3_1,Northern Mariana Islands,OK
MNP.4_1,Northern Mariana Islands,NO
MOZ.1_1,Mozambique,NO
MOZ.2_1,Mozambique,NO
MOZ.3_1,Mozambique,NO
MOZ.4_1,Mozambique,NO
MOZ.6_1,Mozambique,NO
MOZ.5_1,Mozambique,NO
MOZ.7_1,Mozambique,NO
MOZ.8_1,Mozambique,NO
MOZ.9_1,Mozambique,NO
MOZ.10_1,Mozambique,NO
MOZ.11_1,Mozambique,NO
MRT.1_1,Mauritania,NO
MRT.2_1,Mauritania,NO
MRT.3_1,Mauritania,NO
MRT.4_1,Mauritania,NO
MRT.5_1,Mauritania,NO
MRT.6_1,Mauritania,NO
MRT.7_1,Mauritania,NO
MRT.8_1,Mauritania,NO
MRT.9_1,Mauritania,NO
MRT.10_1,Mauritania,NO
MRT.11_1,Mauritania,NO
MRT.12_1,Mauritania,NO
MRT.13_1,Mauritania,NO
MSR.1_1,Montserrat,NO
MSR.2_1,Montserrat,NO
MSR.3_1,Montserrat,NO
MTQ.1_1,Martinique,NO
MTQ.2_1,Martinique,NO
MTQ.3_1,Martinique,NO
MTQ.4_1,Martinique,NO
MUS.1_1,Mauritius,NO
MUS.2_1,Mauritius,NO
MUS.3_1,Mauritius,NO
MUS.4_1,Mauritius,NO
MUS.5_1,Mauritius,NO
MUS.6_1,Mauritius,NO
MUS.7_1,Mauritius,NO
MUS.8_1,Mauritius,NO
MUS.9_1,Mauritius,NO
MUS.10_1,Mauritius,NO
MUS.11_1,Mauritius,NO
MUS.12_1,Mauritius,NO
MWI.1_1,Malawi,NO
MWI.2_1,Malawi,NO
MWI.3_1,Malawi,NO
MWI.4_1,Malawi,NO
MWI.5_1,Malawi,NO
MWI.6_1,Malawi,NO
MWI.7_1,Malawi,NO
MWI.8_1,Malawi,NO
MWI.9_1,Malawi,NO
MWI.10_1,Malawi,NO
MWI.11_1,Malawi,NO
MWI.12_1,Malawi,NO
MWI.13_1,Malawi,NO
MWI.14_1,Malawi,NO
MWI.15_1,Malawi,NO
MWI.16_1,Malawi,NO
MWI.17_1,Malawi,NO
MWI.18_1,Malawi,NO
MWI.19_1,Malawi,NO
MWI.20_1,Malawi,NO
MWI.21_1,Malawi,NO
MWI.22_1,Malawi,NO
MWI.23_1,Malawi,NO
MWI.24_1,Malawi,NO
MWI.25_1,Malawi,NO
MWI.26_1,Malawi,NO
MWI.27_1,Malawi,NO
MWI.28_1,Malawi,NO
MYS.1_1,Malaysia,NO
MYS.2_1,Malaysia,OK
MYS.3_1,Malaysia,NO
MYS.4_1,Malaysia,OK
MYS.5_1,Malaysia,NO
MYS.6_1,Malaysia,NO
MYS.7_1,Malaysia,NO
MYS.8_1,Malaysia,NO
MYS.9_1,Malaysia,OK
MYS.10_1,Malaysia,OK
MYS.11_1,Malaysia,OK
MYS.12_1,Malaysia,OK
MYS.13_1,Malaysia,NO
MYS.14_1,Malaysia,NO
MYS.15_1,Malaysia,OK
MYS.16_1,Malaysia,NO
MYT.1_1,Mayotte,NO
MYT.2_1,Mayotte,NO
MYT.3_1,Mayotte,NO
MYT.4_1,Mayotte,NO
MYT.5_1,Mayotte,NO
MYT.6_1,Mayotte,NO
MYT.7_1,Mayotte,NO
MYT.8_1,Mayotte,NO
MYT.9_1,Mayotte,NO
MYT.10_1,Mayotte,NO
MYT.11_1,Mayotte,NO
MYT.12_1,Mayotte,NO
MYT.13_1,Mayotte,NO
MYT.14_1,Mayotte,NO
MYT.15_1,Mayotte,NO
MYT.16_1,Mayotte,NO
MYT.17_1,Mayotte,NO
NAM.1_1,Namibia,NO
NAM.2_1,Namibia,NO
NAM.3_1,Namibia,NO
NAM.4_1,Namibia,NO
NAM.5_1,Namibia,NO
NAM.6_1,Namibia,NO
NAM.7_1,Namibia,NO
NAM.8_1,Namibia,NO
NAM.9_1,Namibia,NO
NAM.10_1,Namibia,NO
NAM.11_1,Namibia,NO
NAM.12_1,Namibia,NO
NAM.13_1,Namibia,NO
NCL.1_1,New Caledonia,NO
NCL.2_1,New Caledonia,NO
NCL.3_1,New Caledonia,NO
NER.1_1,Niger,NO
NER.2_1,Niger,NO
NER.3_1,Niger,NO
NER.4_1,Niger,NO
NER.5_1,Niger,NO
NER.6_1,Niger,NO
NER.7_1,Niger,NO
NER.8_1,Niger,NO
NGA.1_1,Nigeria,OK
NGA.2_1,Nigeria,NO
NGA.3_1,Nigeria,NO
NGA.4_1,Nigeria,NO
NGA.5_1,Nigeria,NO
NGA.6_1,Nigeria,NO
NGA.7_1,Nigeria,NO
NGA.8_1,Nigeria,NO
NGA.9_1,Nigeria,NO
NGA.10_1,Nigeria,NO
NGA.11_1,Nigeria,NO
NGA.12_1,Nigeria,OK
NGA.13_1,Nigeria,NO
NGA.14_1,Nigeria,NO
NGA.15_1,Nigeria,OK
NGA.16_1,Nigeria,NO
NGA.17_1,Nigeria,OK
NGA.18_1,Nigeria,NO
NGA.19_1,Nigeria,NO
NGA.20_1,Nigeria,NO
NGA.21_1,Nigeria,NO
NGA.22_1,Nigeria,NO
NGA.23_1,Nigeria,NO
NGA.24_1,Nigeria,NO
NGA.25_1,Nigeria,OK
NGA.26_1,Nigeria,NO
NGA.27_1,Nigeria,NO
NGA.28_1,Nigeria,OK
NGA.29_1,Nigeria,NO
NGA.30_1,Nigeria,OK
NGA.31_1,Nigeria,NO
NGA.32_1,Nigeria,OK
NGA.33_1,Nigeria,NO
NGA.34_1,Nigeria,NO
NGA.35_1,Nigeria,NO
NGA.36_1,Nigeria,NO
NGA.37_1,Nigeria,NO
NIC.1_1,Nicaragua,NO
NIC.2_1,Nicaragua,NO
NIC.3_1,Nicaragua,NO
NIC.4_1,Nicaragua,NO
NIC.5_1,Nicaragua,NO
NIC.6_1,Nicaragua,NO
NIC.7_1,Nicaragua,NO
NIC.8_1,Nicaragua,NO
NIC.9_1,Nicaragua,NO
NIC.10_1,Nicaragua,NO
NIC.11_1,Nicaragua,NO
NIC.12_1,Nicaragua,NO
NIC.13_1,Nicaragua,NO
NIC.14_1,Nicaragua,NO
NIC.15_1,Nicaragua,NO
NIC.16_1,Nicaragua,NO
NIC.17_1,Nicaragua,NO
NIC.18_1,Nicaragua,NO
NLD.1_1,Netherlands,OK
NLD.2_1,Netherlands,OK
NLD.3_1,Netherlands,OK
NLD.4_1,Netherlands,OK
NLD.5_1,Netherlands,OK
NLD.6_1,Netherlands,NO
NLD.7_1,Netherlands,OK
NLD.8_1,Netherlands,OK
NLD.9_1,Netherlands,OK
NLD.10_1,Netherlands,OK
NLD.11_1,Netherlands,OK
NLD.12_1,Netherlands,OK
NLD.13_1,Netherlands,NO
NLD.14_1,Netherlands,OK
NOR.1_1,Norway,OK
NOR.2_1,Norway,NO
NOR.3_1,Norway,NO
NOR.4_1,Norway,OK
NOR.5_1,Norway,NO
NOR.6_1,Norway,OK
NOR.7_1,Norway,OK
NOR.8_1,Norway,OK
NOR.9_1,Norway,NO
NOR.10_1,Norway,NO
NOR.11_1,Norway,NO
NOR.12_1,Norway,NO
NOR.13_1,Norway,NO
NOR.14_1,Norway,OK
NOR.15_1,Norway,NO
NOR.16_1,Norway,NO
NOR.17_1,Norway,NO
NOR.18_1,Norway,NO
NOR.19_1,Norway,NO
NPL.1_1,Nepal,OK
NPL.2_1,Nepal,OK
NPL.3_1,Nepal,OK
NPL.4_1,Nepal,OK
NPL.5_1,Nepal,NO
NRU.1_1,Nauru,NO
NRU.2_1,Nauru,NO
NRU.3_1,Nauru,NO
NRU.4_1,Nauru,NO
NRU.5_1,Nauru,NO
NRU.6_1,Nauru,NO
NRU.7_1,Nauru,NO
NRU.8_1,Nauru,NO
NRU.9_1,Nauru,NO
NRU.10_1,Nauru,NO
NRU.11_1,Nauru,NO
NRU.12_1,Nauru,NO
NRU.13_1,Nauru,NO
NRU.14_1,Nauru,NO
NZL.1_1,New Zealand,NO
NZL.2_1,New Zealand,OK
NZL.3_1,New Zealand,NO
NZL.4_1,New Zealand,NO
NZL.5_1,New Zealand,NO
NZL.6_1,New Zealand,NO
NZL.7_1,New Zealand,NO
NZL.8_1,New Zealand,NO
NZL.9_1,New Zealand,OK
NZL.10_1,New Zealand,NO
NZL.11_1,New Zealand,NO
NZL.12_1,New Zealand,OK
NZL.13_1,New Zealand,NO
NZL.14_1,New Zealand,NO
NZL.15_1,New Zealand,NO
NZL.16_1,New Zealand,NO
NZL.17_1,New Zealand,NO
NZL.18_1,New Zealand,NO
NZL.19_1,New Zealand,NO
OMN.1_1,Oman,NO
OMN.2_1,Oman,NO
OMN.3_1,Oman,NO
OMN.4_1,Oman,NO
OMN.5_1,Oman,OK
OMN.6_1,Oman,NO
OMN.7_1,Oman,NO
OMN.8_1,Oman,OK
OMN.9_1,Oman,NO
OMN.10_1,Oman,NO
OMN.11_1,Oman,NO
Z06.1_1,Pakistan,NO
PAK.2_1,Pakistan,NO
PAK.3_1,Pakistan,NO
Z06.6_1,Pakistan,NO
PAK.4_1,Pakistan,NO
PAK.5_1,Pakistan,NO
PAK.7_1,Pakistan,NO
PAK.8_1,Pakistan,NO
PAN.1_1,Panama,NO
PAN.2_1,Panama,NO
PAN.3_1,Panama,NO
PAN.4_1,Panama,NO
PAN.5_1,Panama,NO
PAN.6_1,Panama,NO
PAN.7_1,Panama,OK
PAN.8_1,Panama,NO
PAN.9_1,Panama,NO
PAN.10_1,Panama,NO
PAN.12_1,Panama,NO
PAN.11_1,Panama,NO
PAN.13_1,Panama,NO
PER.1_1,Peru,NO
PER.2_1,Peru,NO
PER.3_1,Peru,NO
PER.4_1,Peru,NO
PER.5_1,Peru,NO
PER.6_1,Peru,OK
PER.7_1,Peru,OK
PER.8_1,Peru,NO
PER.9_1,Peru,NO
PER.10_1,Peru,NO
PER.11_1,Peru,NO
PER.12_1,Peru,NO
PER.13_1,Peru,NO
PER.14_1,Peru,NO
PER.16_1,Peru,NO
PER.15_1,Peru,NO
PER.17_1,Peru,NO
PER.18_1,Peru,NO
PER.19_1,Peru,NO
PER.20_1,Peru,NO
PER.21_1,Peru,NO
PER.22_1,Peru,OK
PER.23_1,Peru,NO
PER.24_1,Peru,NO
PER.25_1,Peru,NO
PER.26_1,Peru,NO
PHL.1_1,Philippines,OK
PHL.2_1,Philippines,NO
PHL.3_1,Philippines,NO
PHL.4_1,Philippines,OK
PHL.5_1,Philippines,NO
PHL.6_1,Philippines,NO
PHL.7_1,Philippines,OK
PHL.8_1,Philippines,NO
PHL.9_1,Philippines,NO
PHL.10_1,Philippines,OK
PHL.11_1,Philippines,NO
PHL.12_1,Philippines,NO
PHL.13_1,Philippines,OK
PHL.14_1,Philippines,NO
PHL.15_1,Philippines,NO
PHL.16_1,Philippines,NO
PHL.17_1,Philippines,OK
PHL.18_1,Philippines,NO
PHL.19_1,Philippines,NO
PHL.20_1,Philippines,NO
PHL.21_1,Philippines,OK
PHL.22_1,Philippines,NO
PHL.23_1,Philippines,NO
PHL.24_1,Philippines,OK
PHL.25_1,Philippines,NO
PHL.26_1,Philippines,NO
PHL.27_1,Philippines,OK
PHL.28_1,Philippines,NO
PHL.29_1,Philippines,NO
PHL.30_1,Philippines,NO
PHL.31_1,Philippines,OK
PHL.32_1,Philippines,NO
PHL.33_1,Philippines,NO
PHL.34_1,Philippines,NO
PHL.35_1,Philippines,NO
PHL.36_1,Philippines,NO
PHL.37_1,Philippines,OK
PHL.38_1,Philippines,NO
PHL.39_1,Philippines,OK
PHL.40_1,Philippines,OK
PHL.41_1,Philippines,OK
PHL.42_1,Philippines,NO
PHL.43_1,Philippines,NO
PHL.44_1,Philippines,NO
PHL.45_1,Philippines,NO
PHL.46_1,Philippines,NO
PHL.47_1,Philippines,OK
PHL.48_1,Philippines,NO
PHL.49_1,Philippines,NO
PHL.50_1,Philippines,NO
PHL.51_1,Philippines,NO
PHL.52_1,Philippines,NO
PHL.53_1,Philippines,NO
PHL.54_1,Philippines,NO
PHL.55_1,Philippines,OK
PHL.56_1,Philippines,NO
PHL.57_1,Philippines,NO
PHL.58_1,Philippines,NO
PHL.59_1,Philippines,NO
PHL.60_1,Philippines,OK
PHL.61_1,Philippines,NO
PHL.62_1,Philippines,NO
PHL.63_1,Philippines,NO
PHL.64_1,Philippines,NO
PHL.65_1,Philippines,NO
PHL.66_1,Philippines,NO
PHL.67_1,Philippines,NO
PHL.68_1,Philippines,OK
PHL.69_1,Philippines,NO
PHL.70_1,Philippines,NO
PHL.71_1,Philippines,NO
PHL.72_1,Philippines,NO
PHL.73_1,Philippines,NO
PHL.74_1,Philippines,NO
PHL.75_1,Philippines,NO
PHL.76_1,Philippines,OK
PHL.77_1,Philippines,NO
PHL.78_1,Philippines,NO
PHL.79_1,Philippines,NO
PHL.80_1,Philippines,NO
PHL.81_1,Philippines,NO
PLW.1_1,Palau,NO
PLW.2_1,Palau,NO
PLW.3_1,Palau,NO
PLW.4_1,Palau,NO
PLW.5_1,Palau,NO
PLW.6_1,Palau,NO
PLW.7_1,Palau,NO
PLW.8_1,Palau,NO
PLW.9_1,Palau,NO
PLW.10_1,Palau,NO
PLW.11_1,Palau,NO
PLW.12_1,Palau,NO
PLW.13_1,Palau,NO
PLW.14_1,Palau,NO
PLW.15_1,Palau,NO
PLW.16_1,Palau,NO
PNG.1_1,Papua New Guinea,NO
PNG.2_1,Papua New Guinea,NO
PNG.3_1,Papua New Guinea,NO
PNG.4_1,Papua New Guinea,NO
PNG.5_1,Papua New Guinea,NO
PNG.6_1,Papua New Guinea,NO
PNG.7_1,Papua New Guinea,NO
PNG.8_1,Papua New Guinea,NO
PNG.9_1,Papua New Guinea,NO
PNG.10_1,Papua New Guinea,NO
PNG.11_1,Papua New Guinea,NO
PNG.12_1,Papua New Guinea,NO
PNG.13_1,Papua New Guinea,NO
PNG.14_1,Papua New Guinea,NO
PNG.15_1,Papua New Guinea,NO
PNG.16_1,Papua New Guinea,NO
PNG.17_1,Papua New Guinea,NO
PNG.18_1,Papua New Guinea,NO
PNG.19_1,Papua New Guinea,NO
PNG.20_1,Papua New Guinea,NO
PNG.22_1,Papua New Guinea,NO
PNG.21_1,Papua New Guinea,NO
POL.1_1,Poland,OK
POL.2_1,Poland,OK
POL.3_1,Poland,OK
POL.4_1,Poland,OK
POL.5_1,Poland,OK
POL.6_1,Poland,OK
POL.7_1,Poland,OK
POL.8_1,Poland,OK
POL.9_1,Poland,OK
POL.10_1,Poland,OK
POL.11_1,Poland,OK
POL.12_1,Poland,OK
POL.13_1,Poland,OK
POL.14_1,Poland,OK
POL.15_1,Poland,OK
POL.16_1,Poland,NO
PRI.1_1,Puerto Rico,NO
PRI.2_1,Puerto Rico,NO
PRI.3_1,Puerto Rico,OK
PRI.4_1,Puerto Rico,OK
PRI.5_1,Puerto Rico,NO
PRI.6_1,Puerto Rico,OK
PRI.7_1,Puerto Rico,OK
PRI.8_1,Puerto Rico,NO
PRI.9_1,Puerto Rico,OK
PRI.10_1,Puerto Rico,NO
PRI.11_1,Puerto Rico,OK
PRI.12_1,Puerto Rico,OK
PRI.13_1,Puerto Rico,OK
PRI.14_1,Puerto Rico,NO
PRI.15_1,Puerto Rico,OK
PRI.16_1,Puerto Rico,OK
PRI.17_1,Puerto Rico,OK
PRI.18_1,Puerto Rico,OK
PRI.19_1,Puerto Rico,NO
PRI.20_1,Puerto Rico,NO
PRI.21_1,Puerto Rico,OK
PRI.22_1,Puerto Rico,NO
PRI.23_1,Puerto Rico,OK
PRI.24_1,Puerto Rico,OK
PRI.25_1,Puerto Rico,NO
PRI.26_1,Puerto Rico,OK
PRI.27_1,Puerto Rico,OK
PRI.28_1,Puerto Rico,OK
PRI.29_1,Puerto Rico,NO
PRI.30_1,Puerto Rico,OK
PRI.31_1,Puerto Rico,OK
PRI.32_1,Puerto Rico,OK
PRI.33_1,Puerto Rico,OK
PRI.34_1,Puerto Rico,NO
PRI.35_1,Puerto Rico,OK
PRI.36_1,Puerto Rico,OK
PRI.37_1,Puerto Rico,NO
PRI.38_1,Puerto Rico,NO
PRI.39_1,Puerto Rico,NO
PRI.40_1,Puerto Rico,OK
PRI.41_1,Puerto Rico,NO
PRI.42_1,Puerto Rico,NO
PRI.43_1,Puerto Rico,NO
PRI.44_1,Puerto Rico,OK
PRI.45_1,Puerto Rico,NO
PRI.46_1,Puerto Rico,OK
PRI.47_1,Puerto Rico,OK
PRI.48_1,Puerto Rico,NO
PRI.49_1,Puerto Rico,OK
PRI.50_1,Puerto Rico,NO
PRI.51_1,Puerto Rico,NO
PRI.52_1,Puerto Rico,OK
PRI.53_1,Puerto Rico,NO
PRI.54_1,Puerto Rico,OK
PRI.55_1,Puerto Rico,NO
PRI.56_1,Puerto Rico,OK
PRI.57_1,Puerto Rico,NO
PRI.58_1,Puerto Rico,OK
PRI.59_1,Puerto Rico,NO
PRI.60_1,Puerto Rico,OK
PRI.61_1,Puerto Rico,OK
PRI.62_1,Puerto Rico,OK
PRI.63_1,Puerto Rico,NO
PRI.64_1,Puerto Rico,OK
PRI.65_1,Puerto Rico,OK
PRI.66_1,Puerto Rico,OK
PRI.67_1,Puerto Rico,NO
PRI.68_1,Puerto Rico,NO
PRI.69_1,Puerto Rico,OK
PRI.70_1,Puerto Rico,NO
PRI.71_1,Puerto Rico,OK
PRI.72_1,Puerto Rico,NO
PRI.73_1,Puerto Rico,OK
PRI.74_1,Puerto Rico,OK
PRI.75_1,Puerto Rico,NO
PRI.76_1,Puerto Rico,NO
PRI.77_1,Puerto Rico,NO
PRI.78_1,Puerto Rico,OK
PRK.1_1,North Korea,NO
PRK.2_1,North Korea,NO
PRK.3_1,North Korea,NO
PRK.4_1,North Korea,NO
PRK.5_1,North Korea,NO
PRK.6_1,North Korea,NO
PRK.7_1,North Korea,NO
PRK.8_1,North Korea,NO
PRK.9_1,North Korea,NO
PRK.10_1,North Korea,NO
PRK.11_1,North Korea,NO
PRK.12_1,North Korea,NO
PRK.13_1,North Korea,NO
PRK.14_1,North Korea,NO
PRT.1_1,Portugal,NO
PRT.2_1,Portugal,NO
PRT.3_1,Portugal,OK
PRT.4_1,Portugal,OK
PRT.5_1,Portugal,OK
PRT.6_1,Portugal,NO
PRT.7_1,Portugal,OK
PRT.8_1,Portugal,OK
PRT.9_1,Portugal,NO
PRT.10_1,Portugal,OK
PRT.11_1,Portugal,NO
PRT.12_1,Portugal,NO
PRT.13_1,Portugal,OK
PRT.14_1,Portugal,OK
PRT.15_1,Portugal,OK
PRT.16_1,Portugal,NO
PRT.17_1,Portugal,NO
PRT.18_1,Portugal,OK
PRT.19_1,Portugal,OK
PRT.20_1,Portugal,OK
PRY.1_1,Paraguay,NO
PRY.2_1,Paraguay,OK
PRY.3_1,Paraguay,NO
PRY.4_1,Paraguay,OK
PRY.5_1,Paraguay,NO
PRY.6_1,Paraguay,NO
PRY.7_1,Paraguay,NO
PRY.8_1,Paraguay,NO
PRY.9_1,Paraguay,OK
PRY.10_1,Paraguay,NO
PRY.11_1,Paraguay,NO
PRY.12_1,Paraguay,NO
PRY.13_1,Paraguay,OK
PRY.14_1,Paraguay,NO
PRY.15_1,Paraguay,NO
PRY.16_1,Paraguay,NO
PRY.17_1,Paraguay,NO
PRY.18_1,Paraguay,NO
PSE.1_1,Palestine,NO
PSE.2_1,Palestine,OK
PYF.1_1,French Polynesia,NO
PYF.2_1,French Polynesia,OK
PYF.3_1,French Polynesia,NO
PYF.4_1,French Polynesia,NO
PYF.5_1,French Polynesia,NO
QAT.1_1,Qatar,OK
QAT.2_1,Qatar,OK
QAT.3_1,Qatar,NO
QAT.4_1,Qatar,NO
QAT.5_1,Qatar,NO
QAT.6_1,Qatar,OK
QAT.7_1,Qatar,OK
REU.1_1,Réunion,NO
REU.2_1,Réunion,NO
REU.3_1,Réunion,OK
REU.4_1,Réunion,NO
ROU.1_1,Romania,NO
ROU.2_1,Romania,OK
ROU.3_1,Romania,OK
ROU.4_1,Romania,NO
ROU.5_1,Romania,OK
ROU.6_1,Romania,NO
ROU.7_1,Romania,NO
ROU.9_1,Romania,NO
ROU.8_1,Romania,NO
ROU.10_1,Romania,OK
ROU.11_1,Romania,NO
ROU.12_1,Romania,NO
ROU.13_1,Romania,NO
ROU.14_1,Romania,OK
ROU.15_1,Romania,NO
ROU.16_1,Romania,NO
ROU.17_1,Romania,OK
ROU.18_1,Romania,OK
ROU.19_1,Romania,OK
ROU.20_1,Romania,OK
ROU.21_1,Romania,NO
ROU.22_1,Romania,NO
ROU.23_1,Romania,OK
ROU.25_1,Romania,OK
ROU.24_1,Romania,OK
ROU.26_1,Romania,OK
ROU.27_1,Romania,OK
ROU.28_1,Romania,NO
ROU.29_1,Romania,NO
ROU.30_1,Romania,OK
ROU.31_1,Romania,NO
ROU.32_1,Romania,OK
ROU.33_1,Romania,NO
ROU.34_1,Romania,NO
ROU.35_1,Romania,NO
ROU.36_1,Romania,OK
ROU.37_1,Romania,NO
ROU.38_1,Romania,NO
ROU.39_1,Romania,NO
ROU.40_1,Romania,OK
ROU.41_1,Romania,OK
ROU.42_1,Romania,NO
RUS.1_1,Russia,NO
RUS.2_1,Russia,NO
RUS.3_1,Russia,NO
RUS.4_1,Russia,NO
RUS.5_1,Russia,NO
RUS.6_1,Russia,NO
RUS.7_1,Russia,NO
RUS.8_1,Russia,OK
RUS.9_1,Russia,NO
RUS.10_1,Russia,NO
RUS.11_1,Russia,NO
RUS.12_1,Russia,NO
RUS.13_1,Russia,NO
RUS.14_1,Russia,OK
RUS.15_1,Russia,NO
