GID_1,Country,Status
RUS.16_1,Russia,NO
RUS.17_1,Russia,NO
RUS.18_1,Russia,NO
RUS.19_1,Russia,OK
RUS.20_1,Russia,NO
RUS.21_1,Russia,NO
RUS.22_1,Russia,NO
RUS.23_1,Russia,OK
RUS.24_1,Russia,NO
RUS.25_1,Russia,NO
RUS.26_1,Russia,NO
RUS.27_1,Russia,NO
RUS.28_1,Russia,NO
RUS.29_1,Russia,OK
RUS.30_1,Russia,NO
RUS.31_1,Russia,NO
RUS.32_1,Russia,NO
RUS.33_1,Russia,NO
RUS.34_1,Russia,NO
RUS.35_1,Russia,NO
RUS.36_1,Russia,NO
RUS.37_1,Russia,NO
RUS.38_1,Russia,NO
RUS.39_1,Russia,NO
RUS.40_1,Russia,NO
RUS.41_1,Russia,NO
RUS.42_1,Russia,NO
RUS.43_1,Russia,OK
RUS.44_1,Russia,OK
RUS.45_1,Russia,NO
RUS.46_1,Russia,NO
RUS.47_1,Russia,NO
RUS.48_1,Russia,OK
RUS.49_1,Russia,NO
RUS.50_1,Russia,NO
RUS.51_1,Russia,NO
RUS.52_1,Russia,NO
RUS.53_1,Russia,NO
RUS.54_1,Russia,NO
RUS.55_1,Russia,NO
RUS.56_1,Russia,NO
RUS.57_1,Russia,NO
RUS.58_1,Russia,NO
RUS.59_1,Russia,NO
RUS.60_1,Russia,NO
RUS.61_1,Russia,NO
RUS.62_1,Russia,NO
RUS.63_1,Russia,OK
RUS.64_1,Russia,NO
RUS.65_1,Russia,NO
RUS.66_1,Russia,NO
RUS.67_1,Russia,OK
RUS.68_1,Russia,OK
RUS.69_1,Russia,NO
RUS.70_1,Russia,OK
RUS.71_1,Russia,NO
RUS.72_1,Russia,NO
RUS.73_1,Russia,NO
RUS.74_1,Russia,NO
RUS.75_1,Russia,NO
RUS.76_1,Russia,NO
RUS.77_1,Russia,NO
RUS.78_1,Russia,NO
RUS.79_1,Russia,NO
RUS.80_1,Russia,NO
RUS.81_1,Russia,OK
RUS.82_1,Russia,NO
RUS.83_1,Russia,NO
RWA.1_1,Rwanda,NO
RWA.2_1,Rwanda,NO
RWA.3_1,Rwanda,NO
RWA.4_1,Rwanda,NO
RWA.5_1,Rwanda,OK
SAU.1_1,Saudi Arabia,NO
SAU.2_1,Saudi Arabia,NO
SAU.3_1,Saudi Arabia,NO
SAU.4_1,Saudi Arabia,NO
SAU.5_1,Saudi Arabia,NO
SAU.6_1,Saudi Arabia,NO
SAU.7_1,Saudi Arabia,NO
SAU.8_1,Saudi Arabia,NO
SAU.9_1,Saudi Arabia,NO
SAU.10_1,Saudi Arabia,NO
SAU.11_1,Saudi Arabia,NO
SAU.12_1,Saudi Arabia,NO
SAU.13_1,Saudi Arabia,NO
SDN.1_1,Sudan,NO
SDN.2_1,Sudan,NO
SDN.3_1,Sudan,NO
SDN.4_1,Sudan,NO
SDN.5_1,Sudan,NO
SDN.6_1,Sudan,NO
SDN.7_1,Sudan,NO
SDN.8_1,Sudan,NO
SDN.9_1,Sudan,NO
SDN.10_1,Sudan,NO
SDN.11_1,Sudan,NO
SDN.12_1,Sudan,NO
SDN.13_1,Sudan,NO
SDN.14_1,Sudan,NO
SDN.15_1,Sudan,NO
SDN.16_1,Sudan,NO
SDN.17_1,Sudan,NO
SDN.18_1,Sudan,NO
SEN.1_1,Senegal,OK
SEN.2_1,Senegal,OK
SEN.3_1,Senegal,NO
SEN.4_1,Senegal,NO
SEN.5_1,Senegal,NO
SEN.6_1,Senegal,NO
SEN.7_1,Senegal,OK
SEN.8_1,Senegal,NO
SEN.9_1,Senegal,NO
SEN.10_1,Senegal,NO
SEN.11_1,Senegal,NO
SEN.12_1,Senegal,NO
SEN.13_1,Senegal,NO
SEN.14_1,Senegal,NO
SGP.1_1,Singapore,OK
SGP.2_1,Singapore,OK
SGP.3_1,Singapore,OK
SGP.4_1,Singapore,OK
SGP.5_1,Singapore,NO
SHN.1_1,"Saint Helena, Ascension and Tris",NO
SHN.2_1,"Saint Helena, Ascension and Tris",NO
SHN.3_1,"Saint Helena, Ascension and Tris",NO
SJM.1_1,Svalbard and Jan Mayen,NO
SJM.2_1,Svalbard and Jan Mayen,NO
SLB.1_1,Solomon Islands,NO
SLB.2_1,Solomon Islands,NO
SLB.3_1,Solomon Islands,NO
SLB.4_1,Solomon Islands,NO
SLB.5_1,Solomon Islands,NO
SLB.6_1,Solomon Islands,NO
SLB.7_1,Solomon Islands,NO
SLB.8_1,Solomon Islands,NO
SLB.9_1,Solomon Islands,NO
SLB.10_1,Solomon Islands,NO
SLE.1_1,Sierra Leone,NO
SLE.2_1,Sierra Leone,NO
SLE.3_1,Sierra Leone,NO
SLE.4_1,Sierra Leone,NO
SLV.1_1,El Salvador,NO
SLV.2_1,El Salvador,NO
SLV.3_1,El Salvador,NO
SLV.4_1,El Salvador,NO
SLV.5_1,El Salvador,NO
SLV.6_1,El Salvador,NO
SLV.7_1,El Salvador,NO
SLV.8_1,El Salvador,NO
SLV.9_1,El Salvador,NO
SLV.10_1,El Salvador,NO
SLV.11_1,El Salvador,NO
SLV.12_1,El Salvador,NO
SLV.13_1,El Salvador,NO
SLV.14_1,El Salvador,NO
SMR.1_1,San Marino,OK
SMR.2_1,San Marino,OK
SMR.3_1,San Marino,OK
SMR.4_1,San Marino,OK
SMR.5_1,San Marino,OK
SMR.6_1,San Marino,OK
SMR.7_1,San Marino,OK
SMR.8_1,San Marino,OK
SMR.9_1,San Marino,OK
SOM.1_1,Somalia,NO
SOM.2_1,Somalia,NO
SOM.3_1,Somalia,NO
SOM.4_1,Somalia,NO
SOM.5_1,Somalia,NO
SOM.6_1,Somalia,NO
SOM.7_1,Somalia,NO
SOM.8_1,Somalia,NO
SOM.9_1,Somalia,NO
SOM.10_1,Somalia,NO
SOM.11_1,Somalia,NO
SOM.12_1,Somalia,NO
SOM.13_1,Somalia,NO
SOM.14_1,Somalia,NO
SOM.15_1,Somalia,NO
SOM.16_1,Somalia,NO
SOM.17_1,Somalia,NO
SOM.18_1,Somalia,NO
SPM.1_1,Saint Pierre and Miquelon,NO
SPM.2_1,Saint Pierre and Miquelon,NO
SRB.1_1,Serbia,NO
SRB.2_1,Serbia,NO
SRB.3_1,Serbia,NO
SRB.4_1,Serbia,NO
SRB.5_1,Serbia,OK
SRB.6_1,Serbia,NO
SRB.7_1,Serbia,OK
SRB.8_1,Serbia,NO
SRB.9_1,Serbia,NO
SRB.10_1,Serbia,OK
SRB.11_1,Serbia,NO
SRB.12_1,Serbia,NO
SRB.13_1,Serbia,OK
SRB.14_1,Serbia,NO
SRB.15_1,Serbia,NO
SRB.16_1,Serbia,NO
SRB.17_1,Serbia,OK
SRB.18_1,Serbia,OK
SRB.19_1,Serbia,NO
SRB.20_1,Serbia,OK
SRB.21_1,Serbia,NO
SRB.22_1,Serbia,NO
SRB.23_1,Serbia,NO
SRB.24_1,Serbia,OK
SRB.25_1,Serbia,NO
SSD.1_1,South Sudan,NO
SSD.2_1,South Sudan,NO
SSD.3_1,South Sudan,NO
SSD.4_1,South Sudan,NO
SSD.5_1,South Sudan,NO
SSD.6_1,South Sudan,NO
SSD.7_1,South Sudan,NO
SSD.8_1,South Sudan,NO
SSD.9_1,South Sudan,NO
SSD.10_1,South Sudan,NO
STP.1_1,São Tomé and Príncipe,NO
STP.2_1,São Tomé and Príncipe,NO
SUR.1_1,Suriname,NO
SUR.2_1,Suriname,NO
SUR.3_1,Suriname,NO
SUR.4_1,Suriname,NO
SUR.5_1,Suriname,NO
SUR.6_1,Suriname,NO
SUR.7_1,Suriname,NO
SUR.8_1,Suriname,NO
SUR.9_1,Suriname,NO
SUR.10_1,Suriname,NO
SVK.1_1,Slovakia,OK
SVK.2_1,Slovakia,OK
SVK.3_1,Slovakia,NO
SVK.4_1,Slovakia,OK
SVK.5_1,Slovakia,OK
SVK.6_1,Slovakia,OK
SVK.7_1,Slovakia,OK
SVK.8_1,Slovakia,OK
SVN.1_1,Slovenia,OK
SVN.2_1,Slovenia,OK
SVN.3_1,Slovenia,OK
SVN.4_1,Slovenia,OK
SVN.5_1,Slovenia,OK
SVN.6_1,Slovenia,OK
SVN.7_1,Slovenia,OK
SVN.8_1,Slovenia,OK
SVN.9_1,Slovenia,OK
SVN.10_1,Slovenia,OK
SVN.11_1,Slovenia,OK
SVN.12_1,Slovenia,OK
SWE.1_1,Sweden,NO
SWE.2_1,Sweden,OK
SWE.3_1,Sweden,NO
SWE.4_1,Sweden,NO
SWE.5_1,Sweden,NO
SWE.6_1,Sweden,OK
SWE.7_1,Sweden,OK
SWE.8_1,Sweden,NO
SWE.9_1,Sweden,NO
SWE.10_1,Sweden,NO
SWE.11_1,Sweden,OK
SWE.12_1,Sweden,NO
SWE.13_1,Sweden,OK
SWE.14_1,Sweden,NO
SWE.15_1,Sweden,NO
SWE.16_1,Sweden,OK
SWE.17_1,Sweden,OK
SWE.18_1,Sweden,NO
SWE.19_1,Sweden,NO
SWE.20_1,Sweden,OK
SWE.21_1,Sweden,OK
SWZ.1_1,Swaziland,NO
SWZ.2_1,Swaziland,NO
SWZ.3_1,Swaziland,NO
SWZ.4_1,Swaziland,NO
SYC.1_1,Seychelles,NO
SYC.2_1,Seychelles,NO
SYC.3_1,Seychelles,NO
SYC.4_1,Seychelles,NO
SYC.5_1,Seychelles,NO
SYC.6_1,Seychelles,NO
SYC.7_1,Seychelles,NO
SYC.8_1,Seychelles,NO
SYC.9_1,Seychelles,NO
SYC.10_1,Seychelles,NO
SYC.11_1,Seychelles,NO
SYC.12_1,Seychelles,NO
SYC.13_1,Seychelles,NO
SYC.14_1,Seychelles,NO
SYC.15_1,Seychelles,NO
SYC.16_1,Seychelles,NO
SYC.17_1,Seychelles,NO
SYC.18_1,Seychelles,NO
SYC.19_1,Seychelles,NO
SYC.20_1,Seychelles,NO
SYC.21_1,Seychelles,NO
SYC.22_1,Seychelles,NO
SYC.23_1,Seychelles,NO
SYC.24_1,Seychelles,NO
SYC.25_1,Seychelles,NO
SYC.26_1,Seychelles,NO
SYR.1_1,Syria,NO
SYR.2_1,Syria,NO
SYR.3_1,Syria,NO
SYR.4_1,Syria,NO
SYR.5_1,Syria,NO
SYR.6_1,Syria,NO
SYR.7_1,Syria,NO
SYR.8_1,Syria,NO
SYR.9_1,Syria,NO
SYR.10_1,Syria,NO
SYR.11_1,Syria,NO
SYR.12_1,Syria,NO
SYR.13_1,Syria,NO
SYR.14_1,Syria,NO
TCA.1_1,Turks and Caicos Islands,NO
TCA.2_1,Turks and Caicos Islands,NO
TCA.3_1,Turks and Caicos Islands,NO
TCA.4_1,Turks and Caicos Islands,NO
TCA.5_1,Turks and Caicos Islands,NO
TCA.6_1,Turks and Caicos Islands,NO
TCD.1_1,Chad,NO
TCD.2_1,Chad,NO
TCD.3_1,Chad,NO
TCD.4_1,Chad,NO
TCD.5_1,Chad,NO
TCD.6_1,Chad,NO
TCD.7_1,Chad,NO
TCD.8_1,Chad,NO
TCD.9_1,Chad,NO
TCD.10_1,Chad,NO
TCD.11_1,Chad,NO
TCD.12_1,Chad,NO
TCD.13_1,Chad,NO
TCD.14_1,Chad,NO
TCD.15_1,Chad,NO
TCD.16_1,Chad,NO
TCD.17_1,Chad,NO
TCD.18_1,Chad,NO
TCD.19_1,Chad,NO
TCD.20_1,Chad,NO
TCD.21_1,Chad,NO
TCD.22_1,Chad,NO
TCD.23_1,Chad,NO
TGO.1_1,Togo,NO
TGO.2_1,Togo,NO
TGO.3_1,Togo,NO
TGO.4_1,Togo,NO
TGO.5_1,Togo,NO
THA.1_1,Thailand,OK
THA.2_1,Thailand,OK
THA.3_1,Thailand,OK
THA.4_1,Thailand,OK
THA.5_1,Thailand,OK
THA.6_1,Thailand,OK
THA.7_1,Thailand,OK
THA.8_1,Thailand,OK
THA.9_1,Thailand,OK
THA.10_1,Thailand,OK
THA.11_1,Thailand,OK
THA.12_1,Thailand,OK
THA.13_1,Thailand,OK
THA.14_1,Thailand,OK
THA.15_1,Thailand,OK
THA.16_1,Thailand,OK
THA.17_1,Thailand,OK
THA.18_1,Thailand,NO
THA.19_1,Thailand,OK
THA.20_1,Thailand,OK
THA.21_1,Thailand,OK
THA.22_1,Thailand,OK
THA.23_1,Thailand,OK
THA.24_1,Thailand,OK
THA.25_1,Thailand,OK
THA.26_1,Thailand,OK
THA.27_1,Thailand,OK
THA.28_1,Thailand,OK
THA.29_1,Thailand,OK
THA.30_1,Thailand,OK
THA.31_1,Thailand,OK
THA.32_1,Thailand,OK
THA.33_1,Thailand,OK
THA.34_1,Thailand,OK
THA.35_1,Thailand,OK
THA.36_1,Thailand,OK
THA.37_1,Thailand,OK
THA.38_1,Thailand,OK
THA.39_1,Thailand,NO
THA.40_1,Thailand,OK
THA.41_1,Thailand,OK
THA.42_1,Thailand,NO
THA.43_1,Thailand,OK
THA.44_1,Thailand,OK
THA.45_1,Thailand,NO
THA.46_1,Thailand,OK
THA.47_1,Thailand,OK
THA.48_1,Thailand,OK
THA.49_1,Thailand,OK
THA.50_1,Thailand,NO
THA.51_1,Thailand,NO
THA.52_1,Thailand,OK
THA.53_1,Thailand,NO
THA.54_1,Thailand,OK
THA.55_1,Thailand,NO
THA.56_1,Thailand,OK
THA.57_1,Thailand,OK
THA.58_1,Thailand,OK
THA.59_1,Thailand,OK
THA.60_1,Thailand,OK
THA.61_1,Thailand,NO
THA.62_1,Thailand,OK
THA.63_1,Thailand,OK
THA.64_1,Thailand,OK
THA.65_1,Thailand,OK
THA.66_1,Thailand,OK
THA.67_1,Thailand,OK
THA.68_1,Thailand,OK
THA.69_1,Thailand,NO
THA.70_1,Thailand,NO
THA.71_1,Thailand,NO
THA.72_1,Thailand,OK
THA.73_1,Thailand,OK
THA.74_1,Thailand,NO
THA.75_1,Thailand,OK
THA.76_1,Thailand,OK
THA.77_1,Thailand,OK
TJK.5_1,Tajikistan,NO
TJK.1_1,Tajikistan,NO
TJK.2_1,Tajikistan,NO
TJK.3_1,Tajikistan,NO
TJK.4_1,Tajikistan,NO
TKL.1_1,Tokelau,NO
TKL.2_1,Tokelau,NO
TKL.3_1,Tokelau,NO
TKM.1_1,Turkmenistan,NO
TKM.2_1,Turkmenistan,NO
TKM.3_1,Turkmenistan,NO
TKM.6_1,Turkmenistan,NO
TKM.4_1,Turkmenistan,NO
TKM.5_1,Turkmenistan,NO
TLS.1_1,Timor-Leste,NO
TLS.2_1,Timor-Leste,NO
TLS.3_1,Timor-Leste,NO
TLS.4_1,Timor-Leste,NO
TLS.5_1,Timor-Leste,NO
TLS.6_1,Timor-Leste,OK
TLS.7_1,Timor-Leste,NO
TLS.8_1,Timor-Leste,NO
TLS.9_1,Timor-Leste,NO
TLS.10_1,Timor-Leste,NO
TLS.11_1,Timor-Leste,NO
TLS.12_1,Timor-Leste,NO
TLS.13_1,Timor-Leste,NO
TON.1_1,Tonga,NO
TON.2_1,Tonga,NO
TON.3_1,Tonga,NO
TON.4_1,Tonga,NO
TON.5_1,Tonga,NO
TTO.1_1,Trinidad and Tobago,NO
TTO.2_1,Trinidad and Tobago,NO
TTO.3_1,Trinidad and Tobago,NO
TTO.4_1,Trinidad and Tobago,NO
TTO.5_1,Trinidad and Tobago,NO
TTO.6_1,Trinidad and Tobago,NO
TTO.7_1,Trinidad and Tobago,NO
TTO.8_1,Trinidad and Tobago,NO
TTO.9_1,Trinidad and Tobago,NO
TTO.10_1,Trinidad and Tobago,NO
TTO.11_1,Trinidad and Tobago,NO
TTO.12_1,Trinidad and Tobago,NO
TTO.13_1,Trinidad and Tobago,NO
TTO.14_1,Trinidad and Tobago,NO
TTO.15_1,Trinidad and Tobago,NO
TUN.1_1,Tunisia,NO
TUN.2_1,Tunisia,NO
TUN.3_1,Tunisia,OK
TUN.4_1,Tunisia,NO
TUN.5_1,Tunisia,NO
TUN.6_1,Tunisia,NO
TUN.7_1,Tunisia,NO
TUN.8_1,Tunisia,NO
TUN.9_1,Tunisia,NO
TUN.10_1,Tunisia,NO
TUN.11_1,Tunisia,NO
TUN.12_1,Tunisia,NO
TUN.13_1,Tunisia,NO
TUN.14_1,Tunisia,OK
TUN.15_1,Tunisia,NO
TUN.16_1,Tunisia,NO
TUN.17_1,Tunisia,NO
TUN.18_1,Tunisia,NO
TUN.19_1,Tunisia,NO
TUN.20_1,Tunisia,NO
TUN.21_1,Tunisia,NO
TUN.22_1,Tunisia,NO
TUN.23_1,Tunisia,OK
TUN.24_1,Tunisia,NO
TUR.1_1,Turkey,NO
TUR.2_1,Turkey,NO
TUR.3_1,Turkey,NO
TUR.4_1,Turkey,OK
TUR.5_1,Turkey,NO
TUR.6_1,Turkey,OK
TUR.7_1,Turkey,OK
TUR.8_1,Turkey,NO
TUR.9_1,Turkey,NO
TUR.10_1,Turkey,NO
TUR.11_1,Turkey,NO
TUR.12_1,Turkey,OK
TUR.13_1,Turkey,NO
TUR.14_1,Turkey,NO
TUR.15_1,Turkey,OK
TUR.16_1,Turkey,NO
TUR.17_1,Turkey,NO
TUR.18_1,Turkey,NO
TUR.19_1,Turkey,NO
TUR.20_1,Turkey,OK
TUR.21_1,Turkey,OK
TUR.22_1,Turkey,NO
TUR.23_1,Turkey,NO
TUR.24_1,Turkey,OK
TUR.25_1,Turkey,OK
TUR.26_1,Turkey,OK
TUR.27_1,Turkey,OK
TUR.28_1,Turkey,NO
TUR.29_1,Turkey,OK
TUR.30_1,Turkey,NO
TUR.31_1,Turkey,NO
TUR.32_1,Turkey,NO
TUR.33_1,Turkey,NO
TUR.34_1,Turkey,NO
TUR.35_1,Turkey,NO
TUR.36_1,Turkey,NO
TUR.37_1,Turkey,OK
TUR.38_1,Turkey,OK
TUR.39_1,Turkey,NO
TUR.40_1,Turkey,OK
TUR.41_1,Turkey,NO
TUR.42_1,Turkey,NO
TUR.43_1,Turkey,NO
TUR.44_1,Turkey,NO
TUR.45_1,Turkey,OK
TUR.46_1,Turkey,NO
TUR.47_1,Turkey,NO
TUR.48_1,Turkey,OK
TUR.49_1,Turkey,NO
TUR.50_1,Turkey,OK
TUR.51_1,Turkey,NO
TUR.52_1,Turkey,OK
TUR.53_1,Turkey,NO
TUR.54_1,Turkey,NO
TUR.55_1,Turkey,NO
TUR.56_1,Turkey,OK
TUR.57_1,Turkey,NO
TUR.58_1,Turkey,OK
TUR.59_1,Turkey,NO
TUR.60_1,Turkey,NO
TUR.61_1,Turkey,NO
TUR.62_1,Turkey,OK
TUR.63_1,Turkey,OK
TUR.64_1,Turkey,NO
TUR.65_1,Turkey,OK
TUR.66_1,Turkey,OK
TUR.67_1,Turkey,NO
TUR.68_1,Turkey,NO
TUR.69_1,Turkey,NO
TUR.70_1,Turkey,OK
TUR.71_1,Turkey,NO
TUR.72_1,Turkey,NO
TUR.73_1,Turkey,OK
TUR.74_1,Turkey,OK
TUR.75_1,Turkey,OK
TUR.76_1,Turkey,NO
TUR.77_1,Turkey,OK
TUR.78_1,Turkey,NO
TUR.79_1,Turkey,OK
TUR.80_1,Turkey,NO
TUR.81_1,Turkey,OK
TUV.1_1,Tuvalu,NO
TUV.2_1,Tuvalu,NO
TUV.3_1,Tuvalu,NO
TUV.4_1,Tuvalu,NO
TUV.5_1,Tuvalu,NO
TUV.6_1,Tuvalu,NO
TUV.7_1,Tuvalu,NO
TUV.8_1,Tuvalu,NO
TUV.9_1,Tuvalu,NO
TWN.1_1,Taiwan,OK
TWN.2_1,Taiwan,OK
TWN.3_1,Taiwan,NO
TWN.4_1,Taiwan,OK
TWN.5_1,Taiwan,OK
TWN.6_1,Taiwan,OK
TWN.7_1,Taiwan,OK
TZA.1_1,Tanzania,NO
TZA.2_1,Tanzania,NO
TZA.3_1,Tanzania,NO
TZA.4_1,Tanzania,NO
TZA.5_1,Tanzania,NO
TZA.6_1,Tanzania,NO
TZA.18_1,Tanzania,NO
TZA.28_1,Tanzania,NO
TZA.7_1,Tanzania,NO
TZA.8_1,Tanzania,NO
TZA.9_1,Tanzania,NO
TZA.19_1,Tanzania,NO
TZA.29_1,Tanzania,NO
TZA.10_1,Tanzania,NO
TZA.11_1,Tanzania,NO
TZA.12_1,Tanzania,NO
TZA.13_1,Tanzania,NO
TZA.30_1,Tanzania,NO
TZA.14_1,Tanzania,NO
TZA.15_1,Tanzania,NO
TZA.16_1,Tanzania,NO
TZA.17_1,Tanzania,NO
TZA.20_1,Tanzania,NO
TZA.21_1,Tanzania,NO
TZA.22_1,Tanzania,NO
TZA.23_1,Tanzania,NO
TZA.24_1,Tanzania,NO
TZA.25_1,Tanzania,NO
TZA.31_1,Tanzania,NO
TZA.26_1,Tanzania,NO
TZA.27_1,Tanzania,NO
UGA.1_1,Uganda,NO
UGA.2_1,Uganda,NO
UGA.3_1,Uganda,NO
UGA.4_1,Uganda,NO
UGA.5_1,Uganda,NO
UGA.6_1,Uganda,NO
UGA.7_1,Uganda,NO
UGA.8_1,Uganda,NO
UGA.9_1,Uganda,NO
UGA.10_1,Uganda,NO
UGA.11_1,Uganda,NO
UGA.12_1,Uganda,NO
UGA.13_1,Uganda,NO
UGA.14_1,Uganda,NO
UGA.15_1,Uganda,NO
UGA.16_1,Uganda,NO
UGA.17_1,Uganda,NO
UGA.18_1,Uganda,NO
UGA.19_1,Uganda,NO
UGA.20_1,Uganda,NO
UGA.21_1,Uganda,OK
UGA.22_1,Uganda,NO
UGA.23_1,Uganda,NO
UGA.24_1,Uganda,NO
UGA.25_1,Uganda,NO
UGA.26_1,Uganda,NO
UGA.27_1,Uganda,NO
UGA.28_1,Uganda,NO
UGA.29_1,Uganda,NO
UGA.30_1,Uganda,NO
UGA.31_1,Uganda,NO
UGA.32_1,Uganda,NO
UGA.33_1,Uganda,NO
UGA.34_1,Uganda,NO
UGA.35_1,Uganda,NO
UGA.36_1,Uganda,NO
UGA.37_1,Uganda,NO
UGA.38_1,Uganda,NO
UGA.39_1,Uganda,NO
UGA.40_1,Uganda,NO
UGA.41_1,Uganda,NO
UGA.42_1,Uganda,NO
UGA.43_1,Uganda,NO
UGA.44_1,Uganda,NO
UGA.45_1,Uganda,NO
UGA.46_1,Uganda,NO
UGA.47_1,Uganda,NO
UGA.48_1,Uganda,NO
UGA.49_1,Uganda,NO
UGA.50_1,Uganda,NO
UGA.51_1,Uganda,NO
UGA.52_1,Uganda,NO
UGA.53_1,Uganda,NO
UGA.54_1,Uganda,NO
UGA.55_1,Uganda,NO
UGA.56_1,Uganda,NO
UGA.57_1,Uganda,NO
UGA.58_1,Uganda,NO
UKR.1_1,Ukraine,NO
UKR.2_1,Ukraine,NO
UKR.3_1,Ukraine,OK
UKR.4_1,Ukraine,NO
UKR.5_1,Ukraine,NO
UKR.6_1,Ukraine,NO
UKR.7_1,Ukraine,OK
UKR.8_1,Ukraine,NO
UKR.9_1,Ukraine,NO
UKR.10_1,Ukraine,NO
UKR.12_1,Ukraine,NO
UKR.11_1,Ukraine,OK
UKR.13_1,Ukraine,NO
UKR.14_1,Ukraine,OK
UKR.15_1,Ukraine,NO
UKR.16_1,Ukraine,NO
UKR.17_1,Ukraine,NO
UKR.18_1,Ukraine,NO
UKR.19_1,Ukraine,NO
UKR.20_1,Ukraine,NO
UKR.21_1,Ukraine,NO
UKR.22_1,Ukraine,NO
UKR.24_1,Ukraine,OK
UKR.25_1,Ukraine,OK
UKR.23_1,Ukraine,NO
UKR.26_1,Ukraine,NO
UKR.27_1,Ukraine,NO
UMI.1_1,United States Minor Outlying Isl,NO
UMI.2_1,United States Minor Outlying Isl,NO
UMI.3_1,United States Minor Outlying Isl,NO
UMI.4_1,United States Minor Outlying Isl,NO
UMI.5_1,United States Minor Outlying Isl,NO
UMI.6_1,United States Minor Outlying Isl,OK
UMI.7_1,United States Minor Outlying Isl,NO
UMI.8_1,United States Minor Outlying Isl,NO
UMI.9_1,United States Minor Outlying Isl,NO
URY.1_2,Uruguay,NO
URY.2_2,Uruguay,OK
URY.3_2,Uruguay,NO
URY.4_2,Uruguay,NO
URY.5_2,Uruguay,NO
URY.6_2,Uruguay,NO
URY.7_2,Uruguay,NO
URY.8_2,Uruguay,NO
URY.9_2,Uruguay,OK
URY.10_2,Uruguay,OK
URY.11_2,Uruguay,NO
URY.12_2,Uruguay,NO
URY.13_2,Uruguay,NO
URY.14_2,Uruguay,NO
URY.15_2,Uruguay,NO
URY.16_2,Uruguay,OK
URY.17_2,Uruguay,NO
URY.18_2,Uruguay,OK
URY.19_2,Uruguay,NO
USA.1_1,United States,OK
USA.2_1,United States,NO
USA.3_1,United States,NO
USA.4_1,United States,NO
USA.5_1,United States,OK
USA.6_1,United States,OK
USA.7_1,United States,OK
USA.8_1,United States,OK
USA.9_1,United States,OK
USA.10_1,United States,NO
USA.11_1,United States,NO
USA.12_1,United States,OK
USA.13_1,United States,NO
USA.14_1,United States,OK
USA.15_1,United States,OK
USA.16_1,United States,OK
USA.17_1,United States,OK
USA.18_1,United States,NO
USA.19_1,United States,NO
USA.20_1,United States,NO
USA.21_1,United States,OK
USA.22_1,United States,NO
USA.23_1,United States,NO
USA.24_1,United States,OK
USA.25_1,United States,NO
USA.26_1,United States,OK
USA.27_1,United States,NO
USA.28_1,United States,OK
USA.29_1,United States,NO
USA.30_1,United States,NO
USA.31_1,United States,NO
USA.32_1,United States,NO
USA.33_1,United States,OK
USA.34_1,United States,NO
USA.35_1,United States,NO
USA.36_1,United States,OK
USA.37_1,United States,OK
USA.38_1,United States,NO
USA.39_1,United States,OK
USA.40_1,United States,OK
USA.41_1,United States,NO
USA.42_1,United States,NO
USA.43_1,United States,OK
USA.44_1,United States,NO
USA.45_1,United States,OK
USA.46_1,United States,OK
USA.47_1,United States,OK
USA.48_1,United States,OK
USA.49_1,United States,NO
USA.50_1,United States,OK
USA.51_1,United States,NO
UZB.1_1,Uzbekistan,NO
UZB.2_1,Uzbekistan,NO
UZB.3_1,Uzbekistan,NO
UZB.4_1,Uzbekistan,NO
UZB.8_1,Uzbekistan,NO
UZB.9_1,Uzbekistan,NO
UZB.5_1,Uzbekistan,NO
UZB.6_1,Uzbekistan,NO
UZB.10_1,Uzbekistan,NO
UZB.11_1,Uzbekistan,NO
UZB.12_1,Uzbekistan,NO
UZB.14_1,Uzbekistan,NO
UZB.13_1,Uzbekistan,NO
UZB.7_1,Uzbekistan,NO
VCT.1_1,Saint Vincent and the Grenadines,NO
VCT.2_1,Saint Vincent and the Grenadines,NO
VCT.3_1,Saint Vincent and the Grenadines,NO
VCT.4_1,Saint Vincent and the Grenadines,NO
VCT.5_1,Saint Vincent and the Grenadines,NO
VCT.6_1,Saint Vincent and the Grenadines,NO
VEN.1_1,Venezuela,NO
VEN.2_1,Venezuela,NO
VEN.3_1,Venezuela,NO
VEN.4_1,Venezuela,NO
VEN.5_1,Venezuela,NO
VEN.6_1,Venezuela,NO
VEN.7_1,Venezuela,NO
VEN.8_1,Venezuela,NO
VEN.9_1,Venezuela,NO
VEN.10_1,Venezuela,NO
VEN.11_1,Venezuela,NO
VEN.12_1,Venezuela,NO
VEN.13_1,Venezuela,NO
VEN.14_1,Venezuela,NO
VEN.15_1,Venezuela,NO
VEN.16_1,Venezuela,NO
VEN.17_1,Venezuela,NO
VEN.18_1,Venezuela,NO
VEN.19_1,Venezuela,NO
VEN.20_1,Venezuela,NO
VEN.21_1,Venezuela,NO
VEN.22_1,Venezuela,NO
VEN.23_1,Venezuela,NO
VEN.24_1,Venezuela,NO
VEN.25_1,Venezuela,NO
VGB.1_1,British Virgin Islands,NO
VGB.2_1,British Virgin Islands,NO
VGB.3_1,British Virgin Islands,NO
VGB.4_1,British Virgin Islands,NO
VGB.5_1,British Virgin Islands,NO
VIR.1_1,"Virgin Islands, U.S.",OK
VIR.2_1,"Virgin Islands, U.S.",NO
VIR.3_1,"Virgin Islands, U.S.",NO
